tool,language,audio_file,original_text,transcribed_text,wer,cer,word_accuracy,char_accuracy,whisper_model,timestamp
elevenlabs,kannada,kannada_12.mp3,ಶಯನಕಕ್ಷೆಯ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ 60 ನಿಮಿಷಗಳ ಸ್ವಿಚ್ ಆಫ್ ಟೈಮರ್ ಹೊಂದಿಸಿ।,"Dining Room Air Purifier 1 Nelly, Heater Power On Mardi.",1.0,0.9,0.0,10.0,base,2026-03-05T11:18:31.641475+00:00
elevenlabs,kannada,kannada_13.mp3,ಶಯನಕಕ್ಷೆಯ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ರಿಂಗ್ ಎಲ್ಇಡಿ ಪ್ರಕಾಶಮಾನತೆ 40 ಹೊಂದಿಸಿ।,Dining Room Air Purifier 1 Nally Night Mode Honda C,1.0,0.9,0.0,10.0,base,2026-03-05T11:18:33.034478+00:00
elevenlabs,kannada,kannada_14.mp3,ಶಯನಕಕ್ಷೆಯ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ಟರ್ಬೋ ಮೋಡ್ ಆನ್ ಮಾಡಿ ಮತ್ತು ಬಜರ್ ನಿಯಂತ್ರಣ ಆಫ್ ಮಾಡಿ।,9ctors 안녕하세요 10 16 17,1.0,0.9398,0.0,6.02,base,2026-03-05T11:18:54.744772+00:00
elevenlabs,kannada,kannada_15.mp3,ಶಯನಕಕ್ಷೆಯ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ 720 ನಿಮಿಷಗಳ ಸ್ವಿಚ್ ಆಫ್ ಟೈಮರ್ ಹೊಂದಿಸಿ।,Dining Room Air Purifier 1 Dali Bajur Nyanthra Na On-Madi,1.0,0.9014,0.0,9.86,base,2026-03-05T11:18:56.330843+00:00
elevenlabs,kannada,kannada_16.mp3,ಡೈನಿಂಗ್ ರೂಮ್‌ನಲ್ಲಿ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ ಅನ್ನು ಆನ್ ಮಾಡಿ।,Dining Room Air Purifier 1 Nanali Fan Wagevan No More Ghe Honda C,1.0,1.0,0.0,0.0,base,2026-03-05T11:18:57.892778+00:00
elevenlabs,kannada,kannada_17.mp3,ನನ್ನ ಶಯನಕಕ್ಷೆಯ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ರ ಸ್ಥಿತಿ ಏನು?,Dining Room Air Purifier 1 Anu On Mardi,0.875,0.8913,12.5,10.87,base,2026-03-05T11:18:59.256103+00:00
elevenlabs,kannada,kannada_18.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ಅನ್ನು ಆನ್ ಮಾಡಿ।,Dining Room Air Purifier 1 Nally Ring LED Precaution Manate 2 Doors Hondisi,1.0,1.0,0.0,0.0,base,2026-03-05T11:19:00.819823+00:00
elevenlabs,kannada,kannada_19.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ರಿಂಗ್ ಎಲ್ಇಡಿ ಪ್ರಕಾಶಮಾನತೆ 70 ಹೊಂದಿಸಿ।,"Dining Room Air Purifier, Nure Nally, Nure Aimbaita Nimishagala Switch Off Timer, Hondisi.",1.0,1.0,0.0,0.0,base,2026-03-05T11:19:02.761872+00:00
elevenlabs,kannada,kannada_2.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ಹೀಟರ್ ಪವರ್ ಆನ್ ಮಾಡಿ।,ھاینہ ککشیا ھایر پیڑு ھایر 1 نلی فان ویگا وننو 4 کوگے ہندیسی,1.0,0.9649,0.0,3.51,base,2026-03-05T11:19:04.841239+00:00
elevenlabs,kannada,kannada_20.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ನೈಟ್ ಮೋಡ್ ಹೊಂದಿಸಿ।,Living Room Air Purifier 1 ANO ON MADY,0.8889,0.8545,11.11,14.55,base,2026-03-05T11:19:06.088621+00:00
elevenlabs,kannada,kannada_21.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ 180 ನಿಮಿಷಗಳ ಸ್ವಿಚ್ ಆಫ್ ಟೈಮರ್ ಹೊಂದಿಸಿ।,Laving Room Air Purifier 1 Nally Arvadthini Mishagala Switch Off Timer Honda C,1.0,0.9595,0.0,4.05,base,2026-03-05T11:19:07.973505+00:00
elevenlabs,kannada,kannada_22.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ಬಜರ್ ನಿಯಂತ್ರಣ ಆನ್ ಮಾಡಿ।,Living Room Air Purifier 1 Nally Night Mode On Mardi,0.9,0.85,10.0,15.0,base,2026-03-05T11:19:09.356659+00:00
elevenlabs,kannada,kannada_23.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ಫ್ಯಾನ್ ವೇಗವನ್ನು 3 ಗೆ ಹೊಂದಿಸಿ।,Living Room Air Purifier 1DRA Fan Power Off-Madi,1.0,0.8788,0.0,12.12,base,2026-03-05T11:19:10.702974+00:00
elevenlabs,kannada,kannada_24.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ಅನ್ನು ಆನ್ ಮಾಡಿ।,Living Room Air Purifier 1 Nalli Fan Power On Mardi Muttu Vega Nalu Honda Si,1.0,1.0,0.0,0.0,base,2026-03-05T11:19:12.292717+00:00
elevenlabs,kannada,kannada_25.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ರಿಂಗ್ ಎಲ್ಇಡಿ ಪ್ರಕಾಶಮಾನತೆ 200 ಹೊಂದಿಸಿ।,"Living Room, Air PURifier 500 Li, fanpraise Venuerne, என்டாடு G RehabEvenuLAUGH",1.0,1.0,0.0,0.0,base,2026-03-05T11:19:21.729942+00:00
elevenlabs,kannada,kannada_26.mp3,ಡೈನಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 100 ನಲ್ಲಿ 180 ನಿಮಿಷಗಳ ಸ್ವಿಚ್ ಆಫ್ ಟೈಮರ್ ಹೊಂದಿಸಿ।,Niving Room Air Purifier 1 Anu Off-Madi,1.0,0.9079,0.0,9.21,base,2026-03-05T11:19:23.085293+00:00
elevenlabs,kannada,kannada_27.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ಅನ್ನು ಆನ್ ಮಾಡಿ।,Living Room Air Purifier 1 Nنu Of Madi,0.875,0.8261,12.5,17.39,base,2026-03-05T11:19:24.466683+00:00
elevenlabs,kannada,kannada_28.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ 60 ನಿಮಿಷಗಳ ಸ್ವಿಚ್ ಆಫ್ ಟೈಮರ್ ಹೊಂದಿಸಿ।,Living room air purifier 1 done alli Fan wager wannu y handicapdusi,0.9167,0.8904,8.33,10.96,base,2026-03-05T11:19:38.495768+00:00
elevenlabs,kannada,kannada_29.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ನೈಟ್ ಮೋಡ್ ಆನ್ ಮಾಡಿ।,"நண்ணா Shainakakshayali, யாவசாதன்களிவே",1.0,0.9643,0.0,3.57,base,2026-03-05T11:19:40.299204+00:00
elevenlabs,kannada,kannada_3.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ರ ಫ್ಯಾನ್ ಪವರ್ ಆಫ್ ಮಾಡಿ।,Shaina Kaksheya Air Purifier 1-Nalli Night More Honda C,1.0,0.963,0.0,3.7,base,2026-03-05T11:19:41.783689+00:00
elevenlabs,kannada,kannada_30.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ಫ್ಯಾನ್ ಪವರ್ ಆನ್ ಮಾಡಿ ಮತ್ತು ವೇಗ 4 ಹೊಂದಿಸಿ।,Shainakakshyeli ACNN On-Madi.,1.0,0.9744,0.0,2.56,base,2026-03-05T11:19:46.367586+00:00
elevenlabs,kannada,kannada_31.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ಫ್ಯಾನ್ ವೇಗವನ್ನು 8 ಗೆ ಹೊಂದಿಸಿ।,"Shaina Takshi AC Nalli, Tapa Manavannu, Hadeenantu Degree Gehundisi.",1.0,0.9848,0.0,1.52,base,2026-03-05T11:19:48.080922+00:00
elevenlabs,kannada,kannada_32.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ಅನ್ನು ಆಫ್ ಮಾಡಿ।,"Shaina Kakshiye AC Nally, Display Mode on Mardi",1.0,0.9783,0.0,2.17,base,2026-03-05T11:19:49.368771+00:00
elevenlabs,kannada,kannada_33.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ಅನ್ನು ಆಫ್ ಮಾಡಿ।,Dining Room Nalli ACN On Mardi,1.0,0.8913,0.0,10.87,base,2026-03-05T11:19:50.767796+00:00
elevenlabs,kannada,kannada_34.mp3,ಲಿವಿಂಗ್ ರೂಮ್ ಏರ್ ಪ್ಯೂರಿಫೈಯರ್ 1 ನಲ್ಲಿ ಫ್ಯಾನ್ ವೇಗವನ್ನು 2 ಗೆ ಹೊಂದಿಸಿ।,Office AC-21 on Madhi.,1.0,0.9394,0.0,6.06,base,2026-03-05T11:19:52.247270+00:00
elevenlabs,kannada,kannada_35.mp3,ನನ್ನ ಶಯನಕಕ್ಷೆಯಲ್ಲಿ ಯಾವ ಸಾಧನಗಳಿವೆ?,"Shaina Kakshi A.C. Nalli, dry mode Honda C",1.0,1.0,0.0,0.0,base,2026-03-05T11:19:56.769365+00:00
elevenlabs,kannada,kannada_36.mp3,ಶಯನಕಕ್ಷೆಯಲ್ಲಿ AC ಅನ್ನು ಆನ್ ಮಾಡಿ।,"Shainakakshia A.C. Nalli, Sleep Mode on Mardi",1.0,1.0,0.0,0.0,base,2026-03-05T11:19:58.263428+00:00
elevenlabs,kannada,kannada_37.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ತಾಪಮಾನವನ್ನು 18 ಡಿಗ್ರಿಗೆ ಹೊಂದಿಸಿ।,ھای نککشی یا ایسی نلی وورٹکل سوینگس تھانکس تھانا آی دگی حندیسی,1.0,1.0,0.0,0.0,base,2026-03-05T11:20:00.240629+00:00
elevenlabs,kannada,kannada_38.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಡಿಸ್ಪ್ಲೇ ಮೋಡ್ ಆನ್ ಮಾಡಿ।,"Shaina Kakshia A.C. Nally, Sky High Color On Mardi.",1.0,1.0,0.0,0.0,base,2026-03-05T11:20:02.032554+00:00
elevenlabs,kannada,kannada_39.mp3,ಡೈನಿಂಗ್ ರೂಮ್‌ನಲ್ಲಿ AC ಅನ್ನು ಆನ್ ಮಾಡಿ।,"Living Room AC 2 Anu On Madi Madhu Adhara, Harry Jantle Swings Thana Ted Tughe Hondisi",1.0,1.0,0.0,0.0,base,2026-03-05T11:20:03.780114+00:00
elevenlabs,kannada,kannada_4.mp3,ಆಫೀಸ್ AC 2 ಅನ್ನು ಆನ್ ಮಾಡಿ।,Shaina Kakshaya Air Purifier 1 Dali Ardhovathan Nimishagala Switch Off Timer Hondisi,1.0,1.0,0.0,0.0,base,2026-03-05T11:20:05.540519+00:00
elevenlabs,kannada,kannada_40.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಡ್ರೈ ಮೋಡ್ ಹೊಂದಿಸಿ।,Living Room AC 2 Nally Turbo Mode On Mardi,1.0,0.9459,0.0,5.41,base,2026-03-05T11:20:06.886436+00:00
elevenlabs,kannada,kannada_41.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಸ್ಲೀಪ್ ಮೋಡ್ ಆನ್ ಮಾಡಿ।,"Shainakakshiya A.C.inalli, Child Lokon Mardi",1.0,1.0,0.0,0.0,base,2026-03-05T11:20:08.515303+00:00
elevenlabs,kannada,kannada_42.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ವರ್ಟಿಕಲ್ ಸ್ವಿಂಗ್ ಸ್ಥಾನ 5 ಗೆ ಹೊಂದಿಸಿ।,ھو فیس آیسی ٹونہلی فانوی گوانوں ہائگے ہندیسی,1.0,0.9273,0.0,7.27,base,2026-03-05T11:20:21.905777+00:00
elevenlabs,kannada,kannada_43.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಸ್ಕೈ ಹೈ ಕಲರ್ ಆನ್ ಮಾಡಿ।,"Shaina Kakshiya AC Nalli, Hari Jantal Swinganu, Atoghi Hundisi.",1.0,1.0,0.0,0.0,base,2026-03-05T11:20:23.561748+00:00
elevenlabs,kannada,kannada_44.mp3,ಲಿವಿಂಗ್ ರೂಮ್ AC 2 ಅನ್ನು ಆನ್ ಮಾಡಿ ಮತ್ತು ಅದರ ಹಾರಿಜಾಂಟಲ್ ಸ್ವಿಂಗ್ ಸ್ಥಾನ 2 ಗೆ ಹೊಂದಿಸಿ।,Living Room AC sham 3 espresso can be shown on TV concerns a,0.9333,0.8519,6.67,14.81,base,2026-03-05T11:20:32.991101+00:00
elevenlabs,kannada,kannada_45.mp3,ಲಿವಿಂಗ್ ರೂಮ್ AC 2 ನಲ್ಲಿ ಟರ್ಬೋ ಮೋಡ್ ಆನ್ ಮಾಡಿ।,یوگہ روم AC-1 ANNU ONMADI மتو آدرسوچ آفٹائمر ابھتھنے مشگلے گے ہندیسی,1.0,1.0,0.0,0.0,base,2026-03-05T11:20:35.162316+00:00
elevenlabs,kannada,kannada_46.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಚೈಲ್ಡ್ ಲಾಕ್ ಆನ್ ಮಾಡಿ।,"யோ گרும, AC1-NALLI, Humicon Mode On-Madi.",1.0,0.925,0.0,7.5,base,2026-03-05T11:20:36.811704+00:00
elevenlabs,kannada,kannada_47.mp3,ಆಫೀಸ್ AC 2 ನಲ್ಲಿ ಫ್ಯಾನ್ ವೇಗವನ್ನು ಹೈ ಗೆ ಹೊಂದಿಸಿ।,"Shaina Kaksheya AC Nalli, Child Log Mode of Mardi",1.0,0.9362,0.0,6.38,base,2026-03-05T11:20:38.206954+00:00
elevenlabs,kannada,kannada_48.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಹಾರಿಜಾಂಟಲ್ ಸ್ವಿಂಗ್ ಅನ್ನು ಆಟೋಗೆ ಹೊಂದಿಸಿ।,cervika мужчина refraction,1.0,0.9483,0.0,5.17,base,2026-03-05T11:20:47.457282+00:00
elevenlabs,kannada,kannada_49.mp3,ಲಿವಿಂಗ್ ರೂಮ್ AC 2 ನಲ್ಲಿ ತಾಪಮಾನವನ್ನು 30 ಡಿಗ್ರಿಗೆ ಹೊಂದಿಸಿ।,"Shaina Kakshia AC Nalli, Light Intensity Loge Honda C",0.8889,0.9286,11.11,7.14,base,2026-03-05T11:20:49.053848+00:00
elevenlabs,kannada,kannada_5.mp3,ಯೋಗ ರೂಮ್ AC 1 ಅನ್ನು ಆನ್ ಮಾಡಿ ಮತ್ತು ಅದರ ಸ್ವಿಚ್ ಆಫ್ ಟೈಮರ್ 20 ನಿಮಿಷಗಳಿಗೆ ಹೊಂದಿಸಿ।,Shaina Kaksya Air Purifier 1 Nalli Ring LED Prakashamanathe Nalpatthu Hondisi,1.0,0.9359,0.0,6.41,base,2026-03-05T11:20:50.750978+00:00
elevenlabs,kannada,kannada_50.mp3,ಯೋಗ ರೂಮ್ AC 1 ನಲ್ಲಿ ಹ್ಯೂಮಿಕಾನ್ ಮೋಡ್ ಆನ್ ಮಾಡಿ।,Shaina Kakshi AC-2 ANU ONMADI,1.0,0.8889,0.0,11.11,base,2026-03-05T11:20:52.091916+00:00
elevenlabs,kannada,kannada_51.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಚೈಲ್ಡ್ ಲಾಕ್ ಮೋಡ್ ಆಫ್ ಮಾಡಿ।,ھا چھائனکاکشیے ھایسی ٹونہ لی ھایٹکل سوینگہ نو ھاستھانا نالکوگے ھاتھو ہرجانٹل سوینگہ نو ھاستھانا نالکوگے ہندیسی,1.0,1.0,0.0,0.0,base,2026-03-05T11:20:55.157345+00:00
elevenlabs,kannada,kannada_52.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಇಕೊ ಮೋಡ್ ಆನ್ ಮಾಡಿ।,laquelleцеシینکاکشیاєشی ٹھونmerceBothan garde en Marie,1.0,1.0,0.0,0.0,base,2026-03-05T11:21:08.474981+00:00
elevenlabs,kannada,kannada_53.mp3,ಶಯನಕಕ್ಷೆಯ AC ನಲ್ಲಿ ಲೈಟ್ ಇಂಟೆನ್ಸಿಟಿ ಲೋ ಗೆ ಹೊಂದಿಸಿ।,ھیکδαیgiesے کی کا ہو ٹھறா வیکھ آپ کو نہیں الدیگڑ کے ہندை ہم Deals میں وہتے ہیں,1.0,1.0,0.0,0.0,base,2026-03-05T11:21:18.318675+00:00
sarvam,malayalam,malayalam_0.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ഓൺ ചെയ്യുക।,கிடப்புமுரில் Air Purifier 1 On Chayuga,0.8333,0.8605,16.67,13.95,base,2026-03-05T11:21:20.207631+00:00
sarvam,malayalam,malayalam_1.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ൽ ബസർ നിയന്ത്രണം ഓൺ ചെയ്യുക।,KEDAPUMURILA ARPURIFIRE ONE VELBUSSER NEONDRA NUM ON CHEYUGA,1.0,0.9667,0.0,3.33,base,2026-03-05T11:21:21.866967+00:00
sarvam,malayalam,malayalam_10.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ൽ ഫാൻ വേഗം 4 ആയി സജ്ജീകരിക്കുക।,buining room Airbeauty...,1.0,0.9683,0.0,3.17,base,2026-03-05T11:21:30.293550+00:00
sarvam,malayalam,malayalam_11.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ൽ നൈറ്റ് മോഡ് സജ്ജീകരിക്കുക।,Dining Room Air to refer 1 laring LED Progashem 70i Satji Garikuga.,1.0,1.0,0.0,0.0,base,2026-03-05T11:21:31.980969+00:00
sarvam,malayalam,malayalam_12.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ൽ 60 മിനിറ്റ് സ്വിച്ച് ഓഫ് ടൈമർ സജ്ജീകരിക്കുക।,"Dining Room Air Purifier 1, Eater Power On Should Be Up",1.0,0.8974,0.0,10.26,base,2026-03-05T11:21:33.313113+00:00
sarvam,malayalam,malayalam_13.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ൽ റിംഗ് എൽഇഡി പ്രകാശം 40 ആയി സജ്ജീകരിക്കുക।,Dining Room Air Purifier 1 L Night Mode Satji Garikuga,1.0,0.88,0.0,12.0,base,2026-03-05T11:21:34.725768+00:00
sarvam,malayalam,malayalam_14.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ൽ ടർബോ മോഡ് ഓൺ ചെയ്ത് ബസർ നിയന്ത്രണം ഓഫ് ചെയ്യുക।,"Dining Room, Air Purifier 1 Well, 180 minutes switch of timer Satji Garikyuga.",1.0,0.9259,0.0,7.41,base,2026-03-05T11:21:36.264096+00:00
sarvam,malayalam,malayalam_15.wav,കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ൽ 720 മിനിറ്റ് സ്വിച്ച് ഓഫ് ടൈമർ സജ്ജീകരിക്കുക।,Дface gaze,1.0,0.9873,0.0,1.27,base,2026-03-05T11:21:44.802343+00:00
sarvam,malayalam,malayalam_16.wav,ഡൈനിംഗ് റൂമിൽ എയർ പ്യൂരിഫയർ ഓൺ ചെയ്യുക।,Dining Room Air Purifier 1 LFA & VEG 3i Satji Gharikyuga,1.0,1.0,0.0,0.0,base,2026-03-05T11:21:46.408933+00:00
sarvam,malayalam,malayalam_17.wav,എന്റെ കിടപ്പുമുറിയിലെ എയർ പ്യൂരിഫയർ 1 ന്റെ നില എന്താണ്?,Dining Room Air Purifier 1 On Chayoga,0.875,0.8909,12.5,10.91,base,2026-03-05T11:21:47.714118+00:00
sarvam,malayalam,malayalam_18.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ഓൺ ചെയ്യുക।,Dining Room Air Purify 1-Ring LED Pragasham 200-Satji Garikuga,1.0,1.0,0.0,0.0,base,2026-03-05T11:21:49.597464+00:00
sarvam,malayalam,malayalam_19.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ റിംഗ് എൽഇഡി പ്രകാശം 70 ആയി സജ്ജീകരിക്കുക।,Dining Room Air Purifier 180-180-switch of timer Satji Garikuga,1.0,0.9014,0.0,9.86,base,2026-03-05T11:21:51.095473+00:00
sarvam,malayalam,malayalam_2.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ ഹീറ്റർ പവർ ഓൺ ചെയ്യുക।,Kedapumurili Air Purifier 1 Refan Wagon 4 Ice Adji Garikuga,1.0,0.9808,0.0,1.92,base,2026-03-05T11:21:52.585645+00:00
sarvam,malayalam,malayalam_20.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ നൈറ്റ് മോഡ് സജ്ജീകരിക്കുക।,Living room Air Beauty Fair 1 On Chayu Ka.,1.0,0.9107,0.0,8.93,base,2026-03-05T11:21:54.203534+00:00
sarvam,malayalam,malayalam_21.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ 180 മിനിറ്റ് സ്വിച്ച് ഓഫ് ടൈമർ സജ്ജീകരിക്കുക।,Living room air purifier 1L60 min switch of timer Satji garikyuga,1.0,0.8933,0.0,10.67,base,2026-03-05T11:21:55.691131+00:00
sarvam,malayalam,malayalam_22.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ ബസർ നിയന്ത്രണം ഓൺ ചെയ്യുക।,Living Room Air Purifier 1 Night Mode On Chae Yuga,0.9,0.875,10.0,12.5,base,2026-03-05T11:21:57.020118+00:00
sarvam,malayalam,malayalam_23.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ ഫാൻ വേഗം 3 ആയി സജ്ജീകരിക്കുക।,LibengRomail©Rever IN1 AU1,1.0,0.9661,0.0,3.39,base,2026-03-05T11:22:05.377604+00:00
sarvam,malayalam,malayalam_24.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ഓൺ ചെയ്യുക।,Living Room 8 クリ aideur & Jeffrey Gre紅 III & Amber R. Louis. Living Room 8  P.1. Warumasthag.,1.0,1.0,0.0,0.0,base,2026-03-05T11:22:15.416202+00:00
sarvam,malayalam,malayalam_25.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ റിംഗ് എൽഇഡി പ്രകാശം 200 ആയി സജ്ജീകരിക്കുക।,Living Room A purifier 1 will fan vegam 8 i sajji garikuga.,0.9167,0.875,8.33,12.5,base,2026-03-05T11:22:17.045661+00:00
sarvam,malayalam,malayalam_26.wav,ഡൈനിംഗ് റൂം എയർ പ്യൂരിഫയർ 100 ൽ 180 മിനിറ്റ് സ്വിച്ച് ഓഫ് ടൈമർ സജ്ജീകരിക്കുക।,Living Room Air Purifier 1 Off Chayuga,1.0,0.9221,0.0,7.79,base,2026-03-05T11:22:18.532731+00:00
sarvam,malayalam,malayalam_27.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ഓൺ ചെയ്യുക।,快 kabul ropri  Wizards Living Room Ariel Purifow 에도 Warren Of Jack,1.0,1.0,0.0,0.0,base,2026-03-05T11:22:26.985782+00:00
sarvam,malayalam,malayalam_28.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ 60 മിനിറ്റ് സ്വിച്ച് ഓഫ് ടൈമർ സജ്ജീകരിക്കുക।,Living Room Air Purifier 1L Fan Wagam 2 i Satji Garikyuga,1.0,0.8919,0.0,10.81,base,2026-03-05T11:22:28.481752+00:00
sarvam,malayalam,malayalam_29.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ നൈറ്റ് മോഡ് ഓൺ ചെയ്യുക।,எந்த கிடப்பும்முரில் எது ஓ்பக்கான நன்றும்து,1.0,0.9245,0.0,7.55,base,2026-03-05T11:22:30.465878+00:00
sarvam,malayalam,malayalam_3.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ലെ ഫാൻ പവർ ഓഫ് ചെയ്യുക।,கிடப்புமுறையிலே Air Purifier 1 Night Mode Sajji Gharikuga,0.9,1.0,10.0,0.0,base,2026-03-05T11:22:32.241499+00:00
sarvam,malayalam,malayalam_30.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ ഫാൻ പവർ ഓൺ ചെയ്ത് വേഗം 4 ആയി സജ്ജീകരിക്കുക।,kiätzlich by default,1.0,0.9726,0.0,2.74,base,2026-03-05T11:22:40.182627+00:00
sarvam,malayalam,malayalam_31.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ ഫാൻ വേഗം 8 ആയി സജ്ജീകരിക്കുക।,கிடப்பும் ஒரு A-C-L-Tab-N-L-18 Degree Sudge G.,1.0,0.9322,0.0,6.78,base,2026-03-05T11:22:42.076157+00:00
sarvam,malayalam,malayalam_32.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ഓഫ് ചെയ്യുക।,கடپுமுறையே செல்லும் பேல் மோடும் செய்யுங்கள்,1.0,1.0,0.0,0.0,base,2026-03-05T11:22:45.411758+00:00
sarvam,malayalam,malayalam_33.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ഓഫ് ചെയ്യുക।,Dining Rooming AC ON CHAYUGA,1.0,0.9,0.0,10.0,base,2026-03-05T11:22:47.098069+00:00
sarvam,malayalam,malayalam_34.wav,ലിവിംഗ് റൂം എയർ പ്യൂരിഫയർ 1 ൽ ഫാൻ വേഗം 2 ആയി സജ്ജീകരിക്കുക।,OPHIS AC2 ON CHEYUGA,1.0,0.9322,0.0,6.78,base,2026-03-05T11:22:48.795204+00:00
sarvam,malayalam,malayalam_35.wav,എന്റെ കിടപ്പുമുറിയിൽ ഏത് ഉപകരണങ്ങളുണ്ട്?,குடะ پுமுறி ஏசிவில் dry mode saji gari kuga,1.0,1.0,0.0,0.0,base,2026-03-05T11:22:50.947461+00:00
